编号!@#文本!@#拆分信息!@#（粗粒度）分词!@#（细粒度）分词!@#（auto粗粒度）分词!@#（auto细粒度）分词!@#词性!@#（auto）词性!@#时间!@#（auto）时间!@#地点!@#术语!@#（auto）地点!@#数量词!@#成分分析!@#（auto）成分分析!@#高阶模板!@#高阶模板类型!@#高阶模板线索词!@#二阶模板!@#二阶模板类型!@#二阶模板线索词!@#选项问句!@#（auto）高阶模板!@#（auto）二阶模板!@#（auto）高阶模板线索词!@#(auto)选项问句!@#（auto）二阶模板线索词!@#（auto）高阶模板类型!@#（auto）二阶模板类型!@#选项类别!@#题干前导类型!@#题干核心类型!@#题干核心动词!@#可删除的套话!@#上下文信息
1-A!@#下列关于A、B两地大气状况的叙述，正确的是	气压：A地低于B地!@#None!@#下列 关于 A、B两地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#下列 关于 A 、 B 两地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#下列 关于 A 、 B 两 地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#下列 关于 A 、 B 两 地 大气 状况 的 叙述 ， 正确 的 是 气压 ： A地 低于 B地!@#JJ P loc NN NN DEG NN PU VA DEC VC term PU loc VV loc!@#JJ P NN NN NN DEG NN PU VA DEC VC NN NT NN VV NN!@#!@#!@#2 13 15!@#11!@#!@#!@#!@#( (IP (IP (NP (ADJP (JJ 下列)) (DNP (PP (P 关于) (NP (NP (NR A、B两地) (NN 大气)) (NP (NN 状况)))) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (NP (NN 气压)))) (PU ：) (NP (NR A地)) (VP (VV 低于) (NP (NR B地)))) )!@#!@#!@#!@#比较_0(A地,气压,B地,气压,低)!@#比较!@#0_14!@#11-15!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#自定义类别!@#自定义类别!@#!@#0-1 5-10!@#2-4
26-A!@#结合下表中两国部分信息（2008年数据），可知	俄罗斯环境承载力较大!@#None!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 俄罗斯 环境承载力 较 大!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 俄罗斯 环境 承载力 较 大!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 俄罗斯 环境承载力 较 大!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 俄罗斯 环境承载力 较 大!@#VV NN LC CD NN CD NN PU time NN PU PU VV loc term AD VA!@#VV NN LC CD NN CD NN PU NT NN PU PU VA NR NN AD VA!@#8!@#8!@#13!@#14!@#13!@#!@#!@#( (IP (IP (VP (VV 结合) (NP (LCP (NP (NN 下表)) (LC 中)) (NP (NP (QP (CD 两)) (NP (NN 国))) (NP (QP (CD 部分)) (NP (NN 信息)))) (NP (PU （) (NT 2008年) (NN 数据) (PU ）))))) (PU ，) (IP (IP (VP (VV 可知) (NP (NR 俄罗斯)))) (NP (NN 环境承载力)) (VP (ADVP (AD 较)) (VP (VA 大))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#13-16!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#范围限定!@#自定义类别!@#!@#0-2 11-12!@#3-10
26-B!@#结合下表中两国部分信息（2008年数据），可知	俄罗斯达到了人口合理容量!@#None!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 俄罗斯 达到 了 人口 合理 容量!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 俄罗斯 达到 了 人口 合理 容量!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 俄罗斯 达到 了 人口 合理 容量!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 俄罗斯 达到 了 人口 合理 容量!@#VV NN LC CD NN CD NN PU time NN PU PU VV loc VV AS NN JJ NN!@#VV NN LC CD NN CD NN PU NT NN PU PU VA NR VV AS NN JJ NN!@#8!@#8!@#13!@#!@#13!@#!@#!@#( (IP (VP (VP (VV 结合) (NP (LCP (NP (NN 下表)) (LC 中)) (NP (NP (QP (CD 两)) (NP (NN 国))) (NP (QP (CD 部分)) (NP (NN 信息)))) (NP (PU （) (NT 2008年) (NN 数据) (PU ）)))) (PU ，) (VP (VP (VV 可知) (NP (NR 俄罗斯))) (VP (VV 达到) (AS 了) (NP (NP (NN 人口)) (ADJP (JJ 合理)) (NP (NN 容量))))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#13-18!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 11-12!@#3-10
26-C!@#结合下表中两国部分信息（2008年数据），可知	菲律宾劳动人口比重较小!@#None!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 菲律宾 劳动 人口 比重 较 小!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 菲律宾 劳动 人口 比重 较 小!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 菲律宾 劳动 人口 比重 较 小!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 菲律宾 劳动 人口 比重 较 小!@#VV NN LC CD NN CD NN PU time NN PU PU VV loc NN NN NN AD VA!@#VV NN LC CD NN CD NN PU NT NN PU PU VA NR NN NN NN AD VA!@#8!@#8!@#13!@#!@#13!@#!@#!@#( (IP (IP (VP (VV 结合) (NP (LCP (NP (NN 下表)) (LC 中)) (NP (NP (QP (CD 两)) (NP (NN 国))) (NP (QP (CD 部分)) (NP (NN 信息)))) (NP (PU （) (NT 2008年) (NN 数据) (PU ）))))) (PU ，) (IP (NP (CP (IP (VP (VV 可知) (NP (NP (NR 菲律宾)) (NP (NN 劳动) (NN 人口)))))) (NP (NN 比重))) (VP (ADVP (AD 较)) (VP (VA 小))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#13-18!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 11-12!@#3-10
26-D!@#结合下表中两国部分信息（2008年数据），可知	菲律宾人口老龄化现象严重!@#None!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 菲律宾 人口 老龄化 现象 严重!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可知 菲律宾 人口 老龄化 现象 严重!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 菲律宾 人口老龄化 现象 严重!@#结合 下表 中 两 国 部分 信息 （ 2008年 数据 ） ， 可 知 菲律宾 人口老龄化 现象 严重!@#VV NN LC CD NN CD NN PU time NN PU PU VV loc NN NN NN VA!@#VV NN LC CD NN CD NN PU NT NN PU PU VA NR NN NN NN VA!@#8!@#8!@#13!@#!@#13!@#!@#!@#( (IP (IP (VP (VV 结合) (NP (LCP (NP (NN 下表)) (LC 中)) (NP (NP (QP (CD 两)) (NP (NN 国))) (NP (QP (CD 部分)) (NP (NN 信息)))) (NP (PU （) (NT 2008年) (NN 数据) (PU ）))))) (PU ，) (IP (NP (CP (IP (VP (VV 可知) (NP (NP (NR 菲律宾)) (NP (NN 人口) (NN 老龄化)))))) (NP (NN 现象))) (VP (VA 严重)))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#13-17!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#0-2 11-12!@#3-10
27-A!@#北京修建城市轻轨铁路的最主要目的是改善	交通状况!@#None!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 交通 状况!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 交通 状况!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 交通 状况!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 交通 状况!@#loc VV NN NN NN DEG AD JJ NN VC VV NN NN!@#NR VV NN NN NN DEG AD JJ NN VC VV NN NN!@#!@#!@#0!@#!@#0!@#!@#!@#( (IP (NP (DNP (NP (IP (NP (NR 北京)) (VP (VV 修建) (NP (NN 城市) (NN 轻轨)))) (NP (NN 铁路))) (DEG 的)) (ADJP (ADVP (AD 最)) (ADJP (JJ 主要))) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 改善) (NP (NN 交通) (NN 状况)))))) )!@#原因_0(北京修建城市轻轨铁路,改善交通状况)!@#原因!@#0_5-8-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#null!@#名词短语+动词短语!@#9!@#6-7!@#
27-B!@#北京修建城市轻轨铁路的最主要目的是改善	居民生活条件!@#None!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 居民 生活 条件!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 居民 生活 条件!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 居民 生活 条件!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 居民 生活 条件!@#loc VV NN NN NN DEG AD JJ NN VC VV NN NN NN!@#NR VV NN NN NN DEG AD JJ NN VC VV NN NN NN!@#!@#!@#0!@#!@#0!@#!@#!@#( (IP (NP (DNP (NP (IP (NP (NR 北京)) (VP (VV 修建) (NP (NN 城市) (NN 轻轨)))) (NP (NN 铁路))) (DEG 的)) (ADJP (ADVP (AD 最)) (ADJP (JJ 主要))) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 改善) (NP (NN 居民) (NN 生活) (NN 条件)))))) )!@#原因_0(北京修建城市轻轨铁路,改善居民生活条件)!@#原因!@#0_5-8-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6-7!@#
27-C!@#北京修建城市轻轨铁路的最主要目的是改善	城市环境!@#None!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 环境!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 环境!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 环境!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 环境!@#loc VV NN NN NN DEG AD JJ NN VC VV NN NN!@#NR VV NN NN NN DEG AD JJ NN VC VV NN NN!@#!@#!@#0!@#!@#0!@#!@#!@#( (IP (NP (DNP (NP (IP (NP (NR 北京)) (VP (VV 修建) (NP (NN 城市) (NN 轻轨)))) (NP (NN 铁路))) (DEG 的)) (ADJP (ADVP (AD 最)) (ADJP (JJ 主要))) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 改善) (NP (NN 城市) (NN 环境)))))) )!@#原因_0(北京修建城市轻轨铁路,改善城市环境)!@#原因!@#0_5-8-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6-7!@#
27-D!@#北京修建城市轻轨铁路的最主要目的是改善	城市结构!@#None!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 结构!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 结构!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 结构!@#北京 修建 城市 轻轨 铁路 的 最 主要 目的 是 改善 城市 结构!@#loc VV NN NN NN DEG AD JJ NN VC VV NN NN!@#NR VV NN NN NN DEG AD JJ NN VC VV NN NN!@#!@#!@#0!@#!@#0!@#!@#!@#( (IP (NP (DNP (NP (IP (NP (NR 北京)) (VP (VV 修建) (NP (NN 城市) (NN 轻轨)))) (NP (NN 铁路))) (DEG 的)) (ADJP (ADVP (AD 最)) (ADJP (JJ 主要))) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 改善) (NP (NN 城市) (NN 结构)))))) )!@#原因_0(北京修建城市轻轨铁路,改善城市结构)!@#原因!@#0_5-8-9!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#!@#名词短语(时间/地点/实体/其他)!@#!@#!@#!@#6-7!@#
28-A!@#与其他城市公共交通方式相比，城市轻轨	运量大，占地广!@#y!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大 ， 占地 广!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大 ， 占地 广!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大 ， 占地 广!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大 ， 占地 广!@#P DT NN JJ NN NN VV PU NN NN NN VA PU VV VA!@#P DT NN JJ NN NN VV PU NN NN NN VA PU VV VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (PP (P 与) (NP (NP (DP (DT 其他)) (NP (NN 城市))) (ADJP (JJ 公共)) (NP (NN 交通) (NN 方式)))) (VP (VV 相比)))) (PU ，) (IP (NP (NN 城市) (NN 轻轨) (NN 运量)) (VP (VA 大))) (PU ，) (IP (IP (VP (VV 占地))) (VP (VA 广)))) )!@#!@#!@#!@#比较_0(城市轻轨,运量,其他城市公共交通方式,运量,大)比较_1(城市轻轨,占地,其他城市公共交通方式,占地,广)!@#比较!@#0_0-6 1_0-6!@#0-14!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#自定义类别!@#名词短语(包括时间/地点短语)!@#!@#!@#
28-A-0!@#与其他城市公共交通方式相比，城市轻轨	运量大!@#ed-ori!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运量 大!@#P DT NN JJ NN NN VV PU NN NN NN VA!@#P DT NN JJ NN NN VV PU NN NN NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (PP (P 与) (NP (NP (DP (DT 其他)) (NP (NN 城市))) (ADJP (JJ 公共)) (NP (NN 交通) (NN 方式)))) (VP (VV 相比)))) (PU ，) (IP (NP (NN 城市) (NN 轻轨) (NN 运量)) (VP (VA 大)))) )!@#!@#!@#!@#比较_0(城市轻轨,运量,其他城市公共交通方式,运量,大)!@#比较!@#0_0-6!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
28-A-1!@#与其他城市公共交通方式相比，城市轻轨	占地广!@#ed-ori!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 占地 广!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 占地 广!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 占地 广!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 占地 广!@#P DT NN JJ NN NN VV PU NN AD VV VA!@#P DT NN JJ NN NN VV PU NN AD VV VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (PP (P 与) (NP (NP (DP (DT 其他)) (NP (NN 城市))) (ADJP (JJ 公共)) (NP (NN 交通) (NN 方式)))) (VP (VV 相比)))) (PU ，) (NP (NN 城市)) (VP (ADVP (AD 轻轨)) (VP (VV 占地) (VP (VA 广))))) )!@#!@#!@#!@#比较_0(城市轻轨,占地,其他城市公共交通方式,占地,广)!@#比较!@#0_0-6!@#0-11!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
28-B!@#与其他城市公共交通方式相比，城市轻轨	噪音大、污染大!@#None!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 噪音 大 、 污染 大!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 噪音 大 、 污染 大!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 噪音 大 、 污染 大!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 噪音 大 、 污染 大!@#P DT NN JJ NN NN VV PU NN NN NN VA PU NN VA!@#P DT NN JJ NN NN VV PU NN NN NN VA PU NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (PP (P 与) (NP (NP (DP (DT 其他)) (NP (NN 城市))) (ADJP (JJ 公共)) (NP (NN 交通) (NN 方式)))) (VP (VV 相比)))) (PU ，) (IP (NP (NN 城市) (NN 轻轨) (NN 噪音)) (VP (VA 大))) (PU 、) (IP (NP (NN 污染)) (VP (VA 大)))) )!@#!@#!@#!@#比较_0(城市轻轨,噪音,其他城市公共交通方式,噪音,大)比较_1(城市轻轨,污染,其他城市公共交通方式,污染,大)!@#比较!@#0_0-6 1_0-6!@#0-14!@#!@#!@#!@#!@#!@#!@#!@#自定义类别!@#!@#!@#!@#!@#
28-C!@#与其他城市公共交通方式相比，城市轻轨	速度快、安全性好!@#None!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 速度 快 、 安全性 好!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 速度 快 、 安全性 好!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 速度 快 、 安全性 好!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 速度 快 、 安全性 好!@#P DT NN JJ NN NN VV PU NN NN NN VA PU NN VA!@#P DT NN JJ NN NN VV PU NN NN NN VA PU NN VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (PP (P 与) (NP (NP (DP (DT 其他)) (NP (NN 城市))) (ADJP (JJ 公共)) (NP (NN 交通) (NN 方式)))) (VP (VV 相比)))) (PU ，) (IP (NP (NN 城市) (NN 轻轨) (NN 速度)) (VP (VA 快))) (PU 、) (IP (NP (NN 安全性)) (VP (VA 好)))) )!@#!@#!@#!@#比较_0(城市轻轨,速度,其他城市公共交通方式,速度,快)比较_1(城市轻轨,安全性,其他城市公共交通方式,安全性,好)!@#比较!@#0_0-6 1_0-6!@#0-14!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
28-D!@#与其他城市公共交通方式相比，城市轻轨	运输成本高、正点准时!@#None!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运输 成本 高 、 正点 准时!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运输 成本 高 、 正点 准时!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运输 成本 高 、 正点 准时!@#与 其他 城市 公共 交通 方式 相比 ， 城市 轻轨 运输 成本 高 、 正点 准时!@#P DT NN JJ NN NN VV PU NN NN NN NN VA PU VA VA!@#P DT NN JJ NN NN VV PU NN NN NN NN VA PU VA VA!@#!@#!@#!@#!@#!@#!@#!@#( (IP (IP (VP (PP (P 与) (NP (NP (DP (DT 其他)) (NP (NN 城市))) (ADJP (JJ 公共)) (NP (NN 交通) (NN 方式)))) (VP (VV 相比)))) (PU ，) (IP (NP (NN 城市) (NN 轻轨) (NN 运输) (NN 成本)) (VP (VA 高))) (PU 、) (IP (VP (VCD (VA 正点) (VA 准时))))) )!@#!@#!@#!@#比较_0(城市轻轨,运输成本,其他城市公共交通方式,运输成本,高)比较_1(城市轻轨,其他城市公共交通方式,正点准时)!@#比较!@#0_0-6 1_0-6!@#0-15!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
29-A!@#城市轻轨的建设可能使	沿线地带形成大型工业区!@#None!@#城市 轻轨 的 建设 可能 使 沿线 地带 形成 大型 工业区!@#城市 轻轨 的 建设 可能 使 沿线 地带 形成 大型 工业区!@#城市 轻轨 的 建设 可能 使 沿线 地带 形成 大型 工业区!@#城市 轻轨 的 建设 可能 使 沿线 地带 形成 大型 工业区!@#NN NN DEG NN VV VV NN NN VV JJ NN!@#NN NN DEG NN AD VV NN NN VV JJ NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 城市) (NN 轻轨)) (DEG 的)) (NP (NN 建设))) (VP (VV 可能) (VP (VV 使) (NP (NN 沿线) (NN 地带)) (IP (VP (VV 形成) (NP (ADJP (JJ 大型)) (NP (NN 工业区)))))))) )!@#后果_0(城市轻轨的建设,沿线地带形成大型工业区)!@#后果!@#0_5!@#其他陈述_0(沿线地带,形成,大型工业区)!@#其他陈述!@#!@#6-10!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#null!@#名词短语+动词短语!@#5!@#4!@#
29-B!@#城市轻轨的建设可能使	城市中心商务区迁至郊区!@#None!@#城市 轻轨 的 建设 可能 使 城市 中心商务区 迁至 郊区!@#城市 轻轨 的 建设 可能 使 城市 中心商务区 迁至 郊区!@#城市 轻轨 的 建设 可能 使 城市 中心商务区 迁至 郊区!@#城市 轻轨 的 建设 可能 使 城市 中心商务区 迁至 郊区!@#NN NN DEG NN VV VV NN NR VV NN!@#NN NN DEG NN AD VV NN NR VV NN!@#!@#!@#!@#!@#7!@#!@#!@#( (IP (NP (DNP (NP (NN 城市) (NN 轻轨)) (DEG 的)) (NP (NN 建设))) (VP (VV 可能) (VP (VV 使) (NP (NN 城市) (NR 中心商务区)) (IP (VP (VV 迁至) (NP (NN 郊区))))))) )!@#后果_0(城市轻轨的建设,城市中心商务区迁至郊区)!@#后果!@#0_5!@#其他陈述_0(城市中心商务区,迁至,郊区)!@#其他陈述!@#!@#6-9!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#4!@#
29-C!@#城市轻轨的建设可能使	沿线站点附近商业网点聚集!@#None!@#城市 轻轨 的 建设 可能 使 沿线 站点 附近 商业 网点 聚集!@#城市 轻轨 的 建设 可能 使 沿线 站点 附近 商业 网点 聚集!@#城市 轻轨 的 建设 可能 使 沿线 站点 附近 商业 网点 聚集!@#城市 轻轨 的 建设 可能 使 沿线 站点 附近 商业 网点 聚集!@#NN NN DEG NN VV VV NN NN NN NN NN VV!@#NN NN DEG NN AD VV NN NN NN NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 城市) (NN 轻轨)) (DEG 的)) (NP (NN 建设))) (VP (VV 可能) (VP (VV 使) (NP (NP (NN 沿线) (NN 站点)) (NP (NN 附近))) (IP (NP (NN 商业) (NN 网点)) (VP (VV 聚集)))))) )!@#后果_0(城市轻轨的建设,沿线站点附近商业网点聚集)!@#后果!@#0_5!@#其他陈述_0(,,)!@#其他陈述!@#!@#6-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#4!@#
29-D!@#城市轻轨的建设可能使	城市其他交通运输方式衰落!@#None!@#城市 轻轨 的 建设 可能 使 城市 其他 交通 运输 方式 衰落!@#城市 轻轨 的 建设 可能 使 城市 其他 交通 运输 方式 衰落!@#城市 轻轨 的 建设 可能 使 城市 其他 交通 运输 方式 衰落!@#城市 轻轨 的 建设 可能 使 城市 其他 交通 运输 方式 衰落!@#NN NN DEG NN VV VV NN DT NN NN NN VV!@#NN NN DEG NN AD VV NN DT NN NN NN VV!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 城市) (NN 轻轨)) (DEG 的)) (NP (NN 建设))) (VP (VV 可能) (VP (VV 使) (NP (NP (NN 城市)) (DP (DT 其他)) (NP (NN 交通) (NN 运输) (NN 方式))) (IP (VP (VV 衰落)))))) )!@#后果_0(城市轻轨的建设,城市其他交通运输方式衰落)!@#后果!@#0_5!@#其他陈述_0(,,)!@#其他陈述!@#!@#7-11!@#!@#!@#!@#!@#!@#!@#!@#含主语的句子!@#!@#!@#!@#4!@#
30-A!@#水的社会循环	包含了水的自然循环!@#None!@#水 的 社会 循环 包含 了 水 的 自然 循环!@#水 的 社会 循环 包含 了 水 的 自然 循环!@#水 的 社会 循环 包含 了 水 的 自然 循环!@#水 的 社会 循环 包含 了 水 的 自然 循环!@#NN DEG NN NN VV AS NN DEG NN NN!@#NN DEG NN NN VV AS NN DEG NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 社会) (NN 循环))) (VP (VV 包含) (AS 了) (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 自然) (NN 循环))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#null!@#名词短语(包括时间/地点短语)!@#!@#!@#
30-B!@#水的社会循环	加速了水的自然循环!@#None!@#水 的 社会 循环 加速 了 水 的 自然 循环!@#水 的 社会 循环 加速 了 水 的 自然 循环!@#水 的 社会 循环 加速 了 水 的 自然 循环!@#水 的 社会 循环 加速 了 水 的 自然 循环!@#NN DEG NN NN VV AS NN DEG NN NN!@#NN DEG NN NN VV AS NN DEG NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 社会) (NN 循环))) (VP (VV 加速) (AS 了) (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 自然) (NN 循环))))) )!@#!@#!@#!@#其他陈述_0(,,)!@#其他陈述!@#!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
30-C!@#水的社会循环	对陆地水体有更新作用!@#None!@#水 的 社会 循环 对 陆地 水体 有 更新 作用!@#水 的 社会 循环 对 陆地 水体 有 更新 作用!@#水 的 社会 循环 对 陆地 水体 有 更新 作用!@#水 的 社会 循环 对 陆地 水体 有 更新 作用!@#NN DEG NN NN P NN NN VE NN NN!@#NN DEG NN NN P NN NN VE NN NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 社会) (NN 循环))) (VP (PP (P 对) (NP (NN 陆地) (NN 水体))) (VP (VE 有) (NP (NN 更新) (NN 作用))))) )!@#!@#!@#!@#影响_0(水的社会循环,陆地水体,#,有更新作用)!@#影响!@#0_4-7-8-9!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
30-D!@#水的社会循环	会对水的自然循环造成负面影响!@#None!@#水 的 社会 循环 会 对 水 的 自然 循环 造成 负面 影响!@#水 的 社会 循环 会 对 水 的 自然 循环 造成 负面 影响!@#水 的 社会 循环 会 对 水 的 自然 循环 造成 负面 影响!@#水 的 社会 循环 会 对 水 的 自然 循环 造成 负面 影响!@#NN DEG NN NN VV P NN DEG NN NN VV JJ NN!@#NN DEG NN NN VV P NN DEG NN NN VV JJ NN!@#!@#!@#!@#!@#!@#!@#!@#( (IP (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 社会) (NN 循环))) (VP (VV 会) (VP (PP (P 对) (NP (DNP (NP (NN 水)) (DEG 的)) (NP (NN 自然) (NN 循环)))) (VP (VV 造成) (NP (ADJP (JJ 负面)) (NP (NN 影响))))))) )!@#!@#!@#!@#影响_0(水的社会循环,水的自然循环,负面,)!@#影响!@#0_4-10-11-12!@#0-9!@#!@#!@#!@#!@#!@#!@#!@#不含主语的句子（动词短语)!@#!@#!@#!@#!@#
